Date,Restaurant,Item,Category,Price,Quantity,Revenue,month,day_of_week,is_holiday,previous_day_sales,previous_week_sales,same_day_last_month,avg_last_7_days,item_avg_sales
2024-01-02,Mehfil,15,Biryani,200.0,46.0,9400.0,1,1,0,18.0,0.0,0.0,18.0,72.3844049247606
2024-01-02,Mehfil,17,Biryani,332.0,23.0,6640.0,1,1,0,77.0,0.0,0.0,77.0,78.63201094391245
2024-01-02,Mehfil,6,Main Course,257.0,51.0,8481.0,1,1,0,70.0,0.0,0.0,70.0,90.57455540355677
2024-01-02,Mehfil,18,Starter,244.0,26.0,4880.0,1,1,0,48.0,0.0,0.0,48.0,91.06019151846785
2024-01-02,Mehfil,14,Starter,186.0,31.0,5580.0,1,1,0,61.0,0.0,0.0,61.0,70.94664842681259
2024-01-02,Mehfil,28,Biryani,199.0,30.0,4975.0,1,1,0,44.0,0.0,0.0,44.0,81.6593707250342
2024-01-02,Mehfil,4,Biryani,228.0,68.0,7980.0,1,1,0,27.0,0.0,0.0,27.0,82.42954856361149
2024-01-02,Mehfil,19,Main Course,324.0,50.0,17820.0,1,1,0,75.0,0.0,0.0,75.0,73.23255813953489
2024-01-02,Mehfil,23,Main Course,169.0,119.0,11154.0,1,1,0,59.0,0.0,0.0,59.0,74.83173734610124
2024-01-02,Mehfil,9,Starter,328.0,71.0,18368.0,1,1,0,43.0,0.0,0.0,43.0,85.33242134062928
2024-01-02,Mehfil,13,Biryani,304.0,24.0,6688.0,1,1,0,33.0,0.0,0.0,33.0,80.43365253077975
2024-01-02,Mehfil,10,Biryani,250.0,69.0,18000.0,1,1,0,79.0,0.0,0.0,79.0,76.3201094391245
2024-01-02,Mehfil,11,Main Course,265.0,87.0,20140.0,1,1,0,59.0,0.0,0.0,59.0,77.91381668946649
2024-01-02,Mehfil,3,Main Course,192.0,27.0,6336.0,1,1,0,63.0,0.0,0.0,63.0,64.41313269493844
2024-01-02,Mehfil,1,Biryani,288.0,120.0,20160.0,1,1,0,50.0,0.0,0.0,50.0,70.87551299589603
2024-01-02,Mehfil,24,Biryani,227.0,65.0,11350.0,1,1,0,57.0,0.0,0.0,57.0,87.67305061559507
2024-01-02,Mehfil,8,Biryani,299.0,26.0,8671.0,1,1,0,34.0,0.0,0.0,34.0,66.33515731874145
2024-01-02,Mehfil,5,Starter,267.0,48.0,10947.0,1,1,0,70.0,0.0,0.0,70.0,89.19562243502052
2024-01-02,Mehfil,7,Main Course,193.0,63.0,11580.0,1,1,0,53.0,0.0,0.0,53.0,69.22845417236663
2024-01-02,Mehfil,20,Starter,313.0,20.0,6260.0,1,1,0,42.0,0.0,0.0,42.0,80.30916552667578
2024-01-02,Mehfil,0,Biryani,190.0,32.0,5320.0,1,1,0,84.0,0.0,0.0,84.0,82.01778385772914
2024-01-02,Mehfil,27,Biryani,336.0,41.0,14448.0,1,1,0,30.0,0.0,0.0,30.0,70.34199726402188
2024-01-02,Mehfil,29,Main Course,191.0,72.0,14898.0,1,1,0,125.0,0.0,0.0,125.0,66.11901504787961
2024-01-02,Mehfil,22,Main Course,277.0,42.0,11911.0,1,1,0,78.0,0.0,0.0,78.0,72.67168262653898
2024-01-02,Mehfil,25,Main Course,271.0,48.0,14634.0,1,1,0,48.0,0.0,0.0,48.0,66.84404924760602
2024-01-02,Mehfil,16,Main Course,201.0,39.0,7236.0,1,1,0,74.0,0.0,0.0,74.0,84.03693570451436
2024-01-03,Mehfil,27,Starter,271.0,70.0,17615.0,1,2,0,41.0,0.0,0.0,35.5,70.34199726402188
2024-01-03,Mehfil,19,Starter,174.0,25.0,4002.0,1,2,0,50.0,0.0,0.0,62.5,73.23255813953489
2024-01-03,Mehfil,23,Biryani,152.0,83.0,7144.0,1,2,0,119.0,0.0,0.0,89.0,74.83173734610124
2024-01-03,Mehfil,8,Biryani,302.0,29.0,10570.0,1,2,0,26.0,0.0,0.0,30.0,66.33515731874145
2024-01-03,Mehfil,29,Biryani,185.0,40.0,7770.0,1,2,0,72.0,0.0,0.0,98.5,66.11901504787961
2024-01-03,Mehfil,11,Starter,301.0,77.0,21973.0,1,2,0,87.0,0.0,0.0,73.0,77.91381668946649
2024-01-03,Mehfil,5,Biryani,166.0,52.0,7304.0,1,2,0,48.0,0.0,0.0,59.0,89.19562243502052
2024-01-03,Mehfil,28,Starter,299.0,78.0,19734.0,1,2,0,30.0,0.0,0.0,37.0,81.6593707250342
2024-01-03,Mehfil,26,Biryani,211.0,32.0,7174.0,1,2,0,120.0,0.0,0.0,71.5,69.82352941176471
2024-01-03,Mehfil,18,Main Course,267.0,51.0,10413.0,1,2,0,26.0,0.0,0.0,37.0,91.06019151846785
2024-01-03,Mehfil,7,Biryani,161.0,61.0,9660.0,1,2,0,63.0,0.0,0.0,58.0,69.22845417236663
2024-01-03,Mehfil,17,Starter,275.0,50.0,13200.0,1,2,0,23.0,0.0,0.0,50.0,78.63201094391245
2024-01-03,Mehfil,0,Main Course,328.0,115.0,20992.0,1,2,0,32.0,0.0,0.0,58.0,82.01778385772914
2024-01-03,Mehfil,15,Main Course,153.0,113.0,9486.0,1,2,0,46.0,0.0,0.0,32.0,72.3844049247606
2024-01-03,Mehfil,16,Biryani,288.0,88.0,21312.0,1,2,0,39.0,0.0,0.0,56.5,84.03693570451436
2024-01-03,Mehfil,22,Main Course,161.0,52.0,9338.0,1,2,0,42.0,0.0,0.0,60.0,72.67168262653898
2024-01-03,Mehfil,14,Main Course,339.0,48.0,8475.0,1,2,0,31.0,0.0,0.0,46.0,70.94664842681259
2024-01-03,Mehfil,3,Starter,181.0,49.0,5973.0,1,2,0,27.0,0.0,0.0,45.0,64.41313269493844
2024-01-03,Mehfil,21,Biryani,271.0,22.0,7046.0,1,2,0,48.0,0.0,0.0,47.0,66.85772913816689
2024-01-03,Mehfil,4,Starter,289.0,47.0,12138.0,1,2,0,68.0,0.0,0.0,47.5,82.42954856361149
2024-01-03,Mehfil,24,Main Course,298.0,89.0,21754.0,1,2,0,65.0,0.0,0.0,61.0,87.67305061559507
2024-01-03,Mehfil,1,Starter,168.0,59.0,10080.0,1,2,0,120.0,0.0,0.0,85.0,70.87551299589603
2024-01-03,Mehfil,25,Starter,279.0,50.0,14229.0,1,2,0,48.0,0.0,0.0,48.0,66.84404924760602
2024-01-03,Mehfil,2,Main Course,194.0,42.0,8536.0,1,2,0,44.0,0.0,0.0,46.5,66.92749658002737
2024-01-03,Mehfil,12,Starter,217.0,65.0,11935.0,1,2,0,27.0,0.0,0.0,38.5,82.91792065663475
2024-01-03,Mehfil,10,Biryani,154.0,26.0,3542.0,1,2,0,69.0,0.0,0.0,74.0,76.3201094391245
2024-01-03,Mehfil,13,Starter,288.0,52.0,13536.0,1,2,0,24.0,0.0,0.0,28.5,80.43365253077975
2024-01-03,Mehfil,20,Starter,338.0,87.0,26026.0,1,2,0,20.0,0.0,0.0,31.0,80.30916552667578
2024-01-03,Mehfil,6,Starter,223.0,71.0,13603.0,1,2,0,51.0,0.0,0.0,60.5,90.57455540355677
2024-01-03,Mehfil,9,Starter,254.0,59.0,13208.0,1,2,0,71.0,0.0,0.0,57.0,85.33242134062928
2024-01-04,Mehfil,3,Biryani,185.0,91.0,19425.0,1,3,0,49.0,0.0,0.0,46.333333333333336,64.41313269493844
2024-01-04,Mehfil,10,Biryani,184.0,91.0,14904.0,1,3,0,26.0,0.0,0.0,58.0,76.3201094391245
2024-01-04,Mehfil,26,Starter,235.0,83.0,18565.0,1,3,0,32.0,0.0,0.0,58.333333333333336,69.82352941176471
2024-01-04,Mehfil,5,Main Course,347.0,122.0,37823.0,1,3,0,52.0,0.0,0.0,56.666666666666664,89.19562243502052
2024-01-04,Mehfil,21,Biryani,175.0,34.0,5950.0,1,3,0,22.0,0.0,0.0,38.666666666666664,66.85772913816689
2024-01-04,Mehfil,28,Main Course,230.0,50.0,9660.0,1,3,0,78.0,0.0,0.0,50.666666666666664,81.6593707250342
2024-01-04,Mehfil,14,Biryani,193.0,57.0,11194.0,1,3,0,48.0,0.0,0.0,46.666666666666664,70.94664842681259
2024-01-04,Mehfil,17,Starter,223.0,78.0,16056.0,1,3,0,50.0,0.0,0.0,50.0,78.63201094391245
2024-01-04,Mehfil,29,Main Course,349.0,47.0,19893.0,1,3,0,40.0,0.0,0.0,79.0,66.11901504787961
2024-01-04,Mehfil,2,Biryani,267.0,26.0,8811.0,1,3,0,42.0,0.0,0.0,45.0,66.92749658002737
2024-01-04,Mehfil,15,Main Course,308.0,55.0,16940.0,1,3,0,113.0,0.0,0.0,59.0,72.3844049247606
2024-01-04,Mehfil,24,Main Course,314.0,91.0,23550.0,1,3,0,89.0,0.0,0.0,70.33333333333333,87.67305061559507
2024-01-04,Mehfil,6,Biryani,334.0,86.0,23380.0,1,3,0,71.0,0.0,0.0,64.0,90.57455540355677
2024-01-04,Mehfil,18,Biryani,185.0,129.0,21090.0,1,3,0,51.0,0.0,0.0,41.666666666666664,91.06019151846785
2024-01-04,Mehfil,12,Biryani,266.0,40.0,9044.0,1,3,0,65.0,0.0,0.0,47.333333333333336,82.91792065663475
2024-01-04,Mehfil,1,Starter,296.0,90.0,16280.0,1,3,0,59.0,0.0,0.0,76.33333333333333,70.87551299589603
2024-01-04,Mehfil,4,Biryani,183.0,48.0,6771.0,1,3,0,47.0,0.0,0.0,47.333333333333336,82.42954856361149
2024-01-04,Mehfil,27,Biryani,186.0,28.0,5580.0,1,3,0,70.0,0.0,0.0,47.0,70.34199726402188
2024-01-04,Mehfil,25,Starter,251.0,42.0,12048.0,1,3,0,50.0,0.0,0.0,48.666666666666664,66.84404924760602
2024-01-04,Mehfil,16,Main Course,299.0,48.0,12857.0,1,3,0,88.0,0.0,0.0,67.0,84.03693570451436
2024-01-04,Mehfil,19,Starter,317.0,161.0,27896.0,1,3,0,25.0,0.0,0.0,50.0,73.23255813953489
2024-01-04,Mehfil,8,Main Course,179.0,101.0,18437.0,1,3,0,29.0,0.0,0.0,29.666666666666668,66.33515731874145
2024-01-04,Mehfil,9,Biryani,266.0,93.0,22344.0,1,3,0,59.0,0.0,0.0,57.666666666666664,85.33242134062928
2024-01-04,Mehfil,23,Starter,255.0,103.0,29835.0,1,3,0,83.0,0.0,0.0,87.0,74.83173734610124
2024-01-04,Mehfil,7,Starter,191.0,78.0,13943.0,1,3,0,61.0,0.0,0.0,59.0,69.22845417236663
2024-01-04,Mehfil,0,Starter,273.0,107.0,27027.0,1,3,0,115.0,0.0,0.0,77.0,82.01778385772914
2024-01-04,Mehfil,22,Starter,234.0,33.0,7722.0,1,3,0,52.0,0.0,0.0,57.333333333333336,72.67168262653898
2024-01-04,Mehfil,11,Biryani,213.0,108.0,11502.0,1,3,0,77.0,0.0,0.0,74.33333333333333,77.91381668946649
2024-01-04,Mehfil,20,Starter,279.0,61.0,15345.0,1,3,0,87.0,0.0,0.0,49.666666666666664,80.30916552667578
2024-01-04,Mehfil,13,Biryani,297.0,46.0,12474.0,1,3,0,52.0,0.0,0.0,36.333333333333336,80.43365253077975
2024-01-05,Mehfil,24,Starter,158.0,64.0,8690.0,1,4,0,91.0,0.0,0.0,75.5,87.67305061559507
2024-01-05,Mehfil,12,Main Course,349.0,81.0,13960.0,1,4,0,40.0,0.0,0.0,45.5,82.91792065663475
2024-01-05,Mehfil,26,Starter,208.0,33.0,7696.0,1,4,0,83.0,0.0,0.0,64.5,69.82352941176471
2024-01-05,Mehfil,14,Biryani,304.0,98.0,16720.0,1,4,0,57.0,0.0,0.0,49.25,70.94664842681259
2024-01-05,Mehfil,5,Main Course,178.0,47.0,7120.0,1,4,0,122.0,0.0,0.0,73.0,89.19562243502052
2024-01-05,Mehfil,16,Starter,194.0,34.0,6402.0,1,4,0,48.0,0.0,0.0,62.25,84.03693570451436
2024-01-05,Mehfil,1,Starter,201.0,54.0,11055.0,1,4,0,90.0,0.0,0.0,79.75,70.87551299589603
2024-01-05,Mehfil,20,Main Course,233.0,30.0,6291.0,1,4,0,61.0,0.0,0.0,52.5,80.30916552667578
2024-01-05,Mehfil,22,Starter,168.0,140.0,12264.0,1,4,0,33.0,0.0,0.0,51.25,72.67168262653898
2024-01-05,Mehfil,7,Main Course,327.0,66.0,20274.0,1,4,0,78.0,0.0,0.0,63.75,69.22845417236663
2024-01-05,Mehfil,15,Starter,220.0,58.0,13640.0,1,4,0,55.0,0.0,0.0,58.0,72.3844049247606
2024-01-05,Mehfil,11,Biryani,172.0,87.0,13072.0,1,4,0,108.0,0.0,0.0,82.75,77.91381668946649
2024-01-05,Mehfil,13,Biryani,154.0,60.0,8624.0,1,4,0,46.0,0.0,0.0,38.75,80.43365253077975
2024-01-05,Mehfil,25,Main Course,201.0,48.0,10050.0,1,4,0,42.0,0.0,0.0,47.0,66.84404924760602
2024-01-05,Mehfil,23,Biryani,163.0,81.0,12388.0,1,4,0,103.0,0.0,0.0,91.0,74.83173734610124
2024-01-05,Mehfil,9,Starter,150.0,31.0,4200.0,1,4,0,93.0,0.0,0.0,66.5,85.33242134062928
2024-01-05,Mehfil,19,Biryani,168.0,63.0,10920.0,1,4,0,161.0,0.0,0.0,77.75,73.23255813953489
2024-01-05,Mehfil,8,Main Course,202.0,59.0,13332.0,1,4,0,101.0,0.0,0.0,47.5,66.33515731874145
2024-01-05,Mehfil,4,Biryani,314.0,46.0,14130.0,1,4,0,48.0,0.0,0.0,47.5,82.42954856361149
2024-01-05,Mehfil,21,Starter,289.0,22.0,6936.0,1,4,0,34.0,0.0,0.0,37.5,66.85772913816689
2024-01-05,Mehfil,27,Biryani,320.0,38.0,10880.0,1,4,0,28.0,0.0,0.0,42.25,70.34199726402188
2024-01-05,Mehfil,28,Main Course,218.0,47.0,9156.0,1,4,0,50.0,0.0,0.0,50.5,81.6593707250342
2024-01-05,Mehfil,3,Biryani,323.0,85.0,14858.0,1,4,0,91.0,0.0,0.0,57.5,64.41313269493844
2024-01-05,Mehfil,6,Starter,344.0,38.0,12384.0,1,4,0,86.0,0.0,0.0,69.5,90.57455540355677
2024-01-05,Mehfil,18,Biryani,211.0,37.0,6963.0,1,4,0,129.0,0.0,0.0,63.5,91.06019151846785
2024-01-05,Mehfil,0,Biryani,264.0,73.0,17160.0,1,4,0,107.0,0.0,0.0,84.5,82.01778385772914
2024-01-05,Mehfil,29,Starter,198.0,46.0,9900.0,1,4,0,47.0,0.0,0.0,71.0,66.11901504787961
2024-01-05,Mehfil,17,Starter,220.0,62.0,12760.0,1,4,0,78.0,0.0,0.0,57.0,78.63201094391245
2024-01-05,Mehfil,2,Starter,208.0,102.0,13104.0,1,4,0,26.0,0.0,0.0,40.25,66.92749658002737
2024-01-05,Mehfil,10,Biryani,266.0,82.0,19950.0,1,4,0,91.0,0.0,0.0,66.25,76.3201094391245
2024-01-06,Mehfil,12,Starter,285.0,119.0,18525.0,1,5,0,81.0,0.0,0.0,52.6,82.91792065663475
2024-01-06,Mehfil,8,Biryani,262.0,122.0,22794.0,1,5,0,59.0,0.0,0.0,49.8,66.33515731874145
2024-01-06,Mehfil,25,Biryani,241.0,141.0,20967.0,1,5,0,48.0,0.0,0.0,47.2,66.84404924760602
2024-01-06,Mehfil,29,Starter,278.0,202.0,21128.0,1,5,0,46.0,0.0,0.0,66.0,66.11901504787961
2024-01-06,Mehfil,15,Biryani,208.0,47.0,5616.0,1,5,0,58.0,0.0,0.0,58.0,72.3844049247606
2024-01-06,Mehfil,0,Starter,258.0,50.0,7482.0,1,5,0,73.0,0.0,0.0,82.2,82.01778385772914
2024-01-06,Mehfil,21,Biryani,153.0,110.0,12240.0,1,5,0,22.0,0.0,0.0,34.4,66.85772913816689
2024-01-06,Mehfil,13,Main Course,234.0,60.0,8190.0,1,5,0,60.0,0.0,0.0,43.0,80.43365253077975
2024-01-06,Mehfil,11,Biryani,259.0,138.0,23828.0,1,5,0,87.0,0.0,0.0,83.6,77.91381668946649
2024-01-06,Mehfil,4,Starter,301.0,117.0,18361.0,1,5,0,46.0,0.0,0.0,47.2,82.42954856361149
2024-01-06,Mehfil,23,Biryani,176.0,104.0,11792.0,1,5,0,81.0,0.0,0.0,89.0,74.83173734610124
2024-01-06,Mehfil,9,Biryani,298.0,158.0,28012.0,1,5,0,31.0,0.0,0.0,59.4,85.33242134062928
2024-01-06,Mehfil,19,Main Course,321.0,40.0,9309.0,1,5,0,63.0,0.0,0.0,74.8,73.23255813953489
2024-01-06,Mehfil,6,Biryani,234.0,80.0,8190.0,1,5,0,38.0,0.0,0.0,63.2,90.57455540355677
2024-01-06,Mehfil,7,Starter,284.0,42.0,8236.0,1,5,0,66.0,0.0,0.0,64.2,69.22845417236663
2024-01-06,Mehfil,18,Biryani,233.0,181.0,22834.0,1,5,0,37.0,0.0,0.0,58.2,91.06019151846785
2024-01-06,Mehfil,2,Biryani,168.0,121.0,14952.0,1,5,0,102.0,0.0,0.0,52.6,66.92749658002737
2024-01-06,Mehfil,26,Main Course,204.0,83.0,11832.0,1,5,0,33.0,0.0,0.0,58.2,69.82352941176471
2024-01-06,Mehfil,22,Biryani,348.0,55.0,12876.0,1,5,0,140.0,0.0,0.0,69.0,72.67168262653898
2024-01-06,Mehfil,5,Starter,269.0,298.0,24748.0,1,5,0,47.0,0.0,0.0,67.8,89.19562243502052
2024-01-06,Mehfil,24,Starter,331.0,63.0,10592.0,1,5,0,64.0,0.0,0.0,73.2,87.67305061559507
2024-01-06,Mehfil,16,Main Course,271.0,130.0,21138.0,1,5,0,34.0,0.0,0.0,56.6,84.03693570451436
2024-01-06,Mehfil,1,Main Course,254.0,107.0,16510.0,1,5,0,54.0,0.0,0.0,74.6,70.87551299589603
2024-01-06,Mehfil,20,Starter,287.0,173.0,27552.0,1,5,0,30.0,0.0,0.0,48.0,80.30916552667578
2024-01-06,Mehfil,17,Biryani,311.0,101.0,19282.0,1,5,0,62.0,0.0,0.0,58.0,78.63201094391245
2024-01-06,Mehfil,27,Starter,311.0,149.0,28612.0,1,5,0,38.0,0.0,0.0,41.4,70.34199726402188
2024-01-06,Mehfil,28,Main Course,157.0,135.0,12403.0,1,5,0,47.0,0.0,0.0,49.8,81.6593707250342
2024-01-06,Mehfil,10,Biryani,247.0,117.0,18278.0,1,5,0,82.0,0.0,0.0,69.4,76.3201094391245
2024-01-06,Mehfil,3,Starter,170.0,99.0,12240.0,1,5,0,85.0,0.0,0.0,63.0,64.41313269493844
2024-01-06,Mehfil,14,Biryani,336.0,124.0,24192.0,1,5,0,98.0,0.0,0.0,59.0,70.94664842681259
2024-01-07,Mehfil,20,Biryani,233.0,104.0,13747.0,1,6,1,173.0,0.0,0.0,68.83333333333333,80.30916552667578
2024-01-07,Mehfil,26,Biryani,283.0,100.0,17263.0,1,6,1,83.0,0.0,0.0,62.333333333333336,69.82352941176471
2024-01-07,Mehfil,15,Main Course,333.0,93.0,19647.0,1,6,1,47.0,0.0,0.0,56.166666666666664,72.3844049247606
2024-01-07,Mehfil,18,Main Course,182.0,189.0,16744.0,1,6,1,181.0,0.0,0.0,78.66666666666667,91.06019151846785
2024-01-07,Mehfil,24,Starter,308.0,76.0,13860.0,1,6,1,63.0,0.0,0.0,71.5,87.67305061559507
2024-01-07,Mehfil,9,Main Course,247.0,146.0,20501.0,1,6,1,158.0,0.0,0.0,75.83333333333333,85.33242134062928
2024-01-07,Mehfil,5,Main Course,239.0,74.0,9321.0,1,6,1,298.0,0.0,0.0,106.16666666666667,89.19562243502052
2024-01-07,Mehfil,10,Main Course,157.0,88.0,8321.0,1,6,1,117.0,0.0,0.0,77.33333333333333,76.3201094391245
2024-01-07,Mehfil,12,Starter,316.0,159.0,29704.0,1,6,1,119.0,0.0,0.0,63.666666666666664,82.91792065663475
2024-01-07,Mehfil,13,Main Course,242.0,73.0,10648.0,1,6,1,60.0,0.0,0.0,45.833333333333336,80.43365253077975
2024-01-07,Mehfil,8,Starter,241.0,71.0,11568.0,1,6,1,122.0,0.0,0.0,61.833333333333336,66.33515731874145
2024-01-07,Mehfil,22,Starter,269.0,108.0,19368.0,1,6,1,55.0,0.0,0.0,66.66666666666667,72.67168262653898
2024-01-07,Mehfil,17,Main Course,254.0,78.0,6604.0,1,6,1,101.0,0.0,0.0,65.16666666666667,78.63201094391245
2024-01-07,Mehfil,3,Starter,282.0,135.0,28200.0,1,6,1,99.0,0.0,0.0,69.0,64.41313269493844
2024-01-07,Mehfil,6,Main Course,285.0,126.0,17670.0,1,6,1,80.0,0.0,0.0,66.0,90.57455540355677
2024-01-07,Mehfil,28,Main Course,273.0,89.0,15015.0,1,6,1,135.0,0.0,0.0,64.0,81.6593707250342
2024-01-07,Mehfil,2,Starter,308.0,126.0,25872.0,1,6,1,121.0,0.0,0.0,64.0,66.92749658002737
2024-01-07,Mehfil,23,Main Course,291.0,49.0,10185.0,1,6,1,104.0,0.0,0.0,91.5,74.83173734610124
2024-01-07,Mehfil,14,Main Course,240.0,147.0,22080.0,1,6,1,124.0,0.0,0.0,69.83333333333333,70.94664842681259
2024-01-07,Mehfil,0,Starter,319.0,82.0,8932.0,1,6,1,50.0,0.0,0.0,76.83333333333333,82.01778385772914
2024-01-07,Mehfil,16,Starter,338.0,170.0,29406.0,1,6,1,130.0,0.0,0.0,68.83333333333333,84.03693570451436
2024-01-07,Mehfil,29,Main Course,172.0,52.0,7052.0,1,6,1,202.0,0.0,0.0,88.66666666666667,66.11901504787961
2024-01-07,Mehfil,7,Main Course,196.0,70.0,9016.0,1,6,1,42.0,0.0,0.0,60.5,69.22845417236663
2024-01-07,Mehfil,19,Main Course,313.0,55.0,11581.0,1,6,1,40.0,0.0,0.0,69.0,73.23255813953489
2024-01-07,Mehfil,1,Main Course,298.0,139.0,25032.0,1,6,1,107.0,0.0,0.0,80.0,70.87551299589603
2024-01-07,Mehfil,21,Starter,328.0,126.0,27552.0,1,6,1,110.0,0.0,0.0,47.0,66.85772913816689
2024-01-07,Mehfil,11,Main Course,156.0,144.0,13104.0,1,6,1,138.0,0.0,0.0,92.66666666666667,77.91381668946649
2024-01-07,Mehfil,25,Starter,340.0,48.0,10540.0,1,6,1,141.0,0.0,0.0,62.833333333333336,66.84404924760602
2024-01-07,Mehfil,27,Main Course,150.0,129.0,11700.0,1,6,1,149.0,0.0,0.0,59.333333333333336,70.34199726402188
2024-01-07,Mehfil,4,Starter,286.0,123.0,23166.0,1,6,1,117.0,0.0,0.0,58.833333333333336,82.42954856361149
2024-01-08,Mehfil,7,Starter,283.0,24.0,7358.0,1,0,0,70.0,53.0,0.0,61.857142857142854,69.22845417236663
2024-01-08,Mehfil,11,Main Course,345.0,32.0,10350.0,1,0,0,144.0,59.0,0.0,100.0,77.91381668946649
2024-01-08,Mehfil,0,Biryani,167.0,28.0,4175.0,1,0,0,82.0,84.0,0.0,77.57142857142857,82.01778385772914
2024-01-08,Mehfil,15,Starter,323.0,61.0,18411.0,1,0,0,93.0,18.0,0.0,61.42857142857143,72.3844049247606
2024-01-08,Mehfil,14,Main Course,269.0,60.0,15333.0,1,0,0,147.0,61.0,0.0,80.85714285714286,70.94664842681259
2024-01-08,Mehfil,24,Main Course,207.0,52.0,9729.0,1,0,0,76.0,57.0,0.0,72.14285714285714,87.67305061559507
2024-01-08,Mehfil,16,Biryani,240.0,31.0,7200.0,1,0,0,170.0,74.0,0.0,83.28571428571429,84.03693570451436
